State,Crop,Season,Soil_Type,Soil_Quality_Score,Area_Hectares,Production_Tonnes,Yield_Tonnes_Per_Ha,Rainfall_mm,Normal_Rainfall_mm,Rainfall_Deviation_Pct,Temperature_C,Fertiliser_Kg_Ha,Irrigation,Insurance_Claim
West Bengal,Cotton,Rabi,Laterite,2,42.95,156.35,3.64,762.6,856.3,-10.94,14.7,327.9,1,0
West Bengal,Rice,Zaid,Black,4,3.66,17.6,4.809,1037.4,813.0,27.6,27.6,96.2,0,0
Uttar Pradesh,Rice,Rabi,Sandy,1,47.69,133.24,2.794,878.0,1107.7,-20.74,18.2,265.2,1,1
Maharashtra,Rice,Rabi,Sandy,1,30.83,141.31,4.584,826.4,978.5,-15.54,20.7,264.2,0,0
Rajasthan,Bajra,Kharif,Red,3,40.14,156.18,3.89,723.0,721.0,0.28,28.2,50.2,1,0
West Bengal,Jowar,Rabi,Black,4,20.66,120.0,5.809,725.3,558.1,29.95,21.5,200.2,0,0
Madhya Pradesh,Sugarcane,Zaid,Red,3,16.32,47.77,2.926,879.8,796.0,10.52,32.9,299.1,0,0
Tamil Nadu,Sugarcane,Rabi,Alluvial,5,23.43,129.01,5.506,1053.3,679.4,55.02,30.2,115.4,1,0
Madhya Pradesh,Bajra,Rabi,Sandy,1,7.77,39.65,5.103,926.1,590.7,56.77,21.8,347.8,0,0
Maharashtra,Maize,Zaid,Alluvial,5,18.17,76.12,4.188,621.4,945.8,-34.3,24.6,281.1,1,1
West Bengal,Maize,Kharif,Red,3,42.95,183.52,4.273,400.3,848.4,-52.82,19.4,52.4,1,1
Haryana,Groundnut,Zaid,Laterite,2,2.38,3.39,1.423,984.9,1018.4,-3.28,28.8,349.2,1,1
Tamil Nadu,Bajra,Kharif,Sandy,1,7.97,45.83,5.751,1470.7,838.9,75.32,35.4,56.8,1,0
Uttar Pradesh,Soybean,Rabi,Laterite,2,6.69,10.27,1.535,731.0,817.2,-10.55,18.8,360.8,0,1
Uttar Pradesh,Wheat,Kharif,Black,4,20.45,78.05,3.816,684.1,658.8,3.84,27.1,166.8,0,0
Andhra Pradesh,Rice,Kharif,Sandy,1,49.85,132.12,2.65,1005.1,756.1,32.94,27.9,294.5,1,0
Punjab,Wheat,Kharif,Alluvial,5,9.08,28.6,3.149,584.8,580.8,0.68,18.5,325.6,0,0
West Bengal,Rice,Rabi,Laterite,2,7.7,31.2,4.051,1174.0,1005.8,16.72,19.9,148.4,1,0
Maharashtra,Pulses,Kharif,Black,4,45.8,253.9,5.544,903.1,652.5,38.41,15.2,174.8,1,0
Tamil Nadu,Pulses,Kharif,Sandy,1,44.16,145.2,3.288,793.3,883.1,-10.16,29.4,228.3,1,0
Punjab,Bajra,Rabi,Black,4,2.1,12.45,5.939,606.5,813.0,-25.4,23.8,253.9,1,1
Maharashtra,Pulses,Zaid,Alluvial,5,37.71,149.48,3.964,1020.5,908.3,12.35,21.6,152.2,1,0
Karnataka,Jowar,Zaid,Sandy,1,32.95,59.39,1.803,689.0,855.2,-19.44,38.4,397.3,1,1
West Bengal,Groundnut,Zaid,Black,4,38.5,75.08,1.95,977.3,651.6,49.99,15.2,308.0,0,1
Rajasthan,Maize,Rabi,Red,3,24.98,114.41,4.581,899.8,800.1,12.46,33.7,146.0,1,0
Rajasthan,Jowar,Rabi,Sandy,1,49.57,62.07,1.252,1122.9,1040.0,7.97,13.1,274.2,0,1
West Bengal,Wheat,Zaid,Sandy,1,2.67,9.08,3.402,839.7,726.5,15.58,22.9,202.4,1,0
Andhra Pradesh,Wheat,Kharif,Sandy,1,12.1,21.07,1.741,1579.1,1023.6,54.26,15.8,351.1,0,1
Andhra Pradesh,Pulses,Zaid,Sandy,1,20.13,63.73,3.166,938.7,949.2,-1.11,21.1,165.1,1,0
Rajasthan,Maize,Rabi,Red,3,22.76,108.12,4.75,836.6,870.9,-3.94,22.8,115.7,0,0
Haryana,Groundnut,Kharif,Alluvial,5,46.11,151.88,3.294,702.7,739.1,-4.92,21.7,66.1,0,0
Tamil Nadu,Rice,Kharif,Red,3,28.22,51.28,1.817,1019.2,890.9,14.4,27.5,394.5,1,0
Rajasthan,Jowar,Rabi,Red,3,2.73,6.18,2.26,708.3,773.5,-8.42,31.3,175.7,0,0
Haryana,Groundnut,Kharif,Black,4,20.69,58.71,2.838,606.4,1015.7,-40.29,25.3,127.2,1,1
Punjab,Cotton,Zaid,Laterite,2,21.12,28.46,1.348,682.8,656.9,3.95,27.9,222.1,1,1
Haryana,Sugarcane,Rabi,Laterite,2,48.29,189.39,3.922,752.0,896.2,-16.09,35.4,152.1,0,0
Punjab,Pulses,Rabi,Black,4,30.16,121.78,4.038,1362.4,854.3,59.48,21.8,131.5,0,0
Maharashtra,Rice,Rabi,Red,3,31.96,41.9,1.311,873.1,899.3,-2.91,31.4,265.7,1,0
Madhya Pradesh,Cotton,Rabi,Black,4,35.81,107.83,3.012,634.7,957.7,-33.72,41.2,76.2,1,1
Maharashtra,Rice,Kharif,Sandy,1,38.62,118.55,3.07,1072.2,716.8,49.59,36.9,228.1,0,0
Rajasthan,Rice,Rabi,Black,4,31.94,85.24,2.669,847.1,716.6,18.21,35.8,185.6,0,0
Punjab,Pulses,Rabi,Black,4,12.24,46.38,3.789,1123.7,882.3,27.36,30.4,236.4,0,0
Rajasthan,Rice,Kharif,Sandy,1,43.77,119.47,2.73,1277.9,994.7,28.48,32.9,162.2,1,0
West Bengal,Groundnut,Rabi,Laterite,2,36.74,113.23,3.082,427.1,812.6,-47.45,23.1,249.6,1,1
Tamil Nadu,Groundnut,Kharif,Sandy,1,37.22,185.65,4.988,206.2,1065.7,-80.65,25.5,78.6,0,1
Uttar Pradesh,Cotton,Kharif,Alluvial,5,49.83,90.22,1.811,1297.9,805.0,61.22,24.8,181.7,0,1
Rajasthan,Wheat,Rabi,Black,4,40.23,164.74,4.096,628.2,743.3,-15.48,22.0,133.1,1,0
Tamil Nadu,Maize,Zaid,Black,4,41.54,146.56,3.528,375.4,918.1,-59.12,26.9,203.3,1,1
Haryana,Jowar,Rabi,Laterite,2,47.59,120.19,2.525,668.8,768.1,-12.93,22.9,189.4,1,0
Maharashtra,Jowar,Zaid,Red,3,7.98,37.01,4.638,558.1,769.9,-27.51,26.4,270.9,0,1
Haryana,Soybean,Kharif,Sandy,1,25.14,94.42,3.756,606.9,889.0,-31.74,17.7,270.1,1,1
Uttar Pradesh,Pulses,Zaid,Red,3,29.24,99.02,3.387,1013.9,989.8,2.44,22.8,194.7,1,0
Punjab,Bajra,Rabi,Alluvial,5,16.8,72.88,4.338,710.2,895.4,-20.68,33.9,113.6,1,1
West Bengal,Bajra,Rabi,Sandy,1,42.05,210.73,5.011,395.5,866.2,-54.34,27.2,253.7,1,1
Tamil Nadu,Cotton,Zaid,Alluvial,5,38.24,224.21,5.863,808.1,1138.5,-29.02,34.0,388.3,1,1
West Bengal,Rice,Rabi,Alluvial,5,36.18,150.04,4.147,587.2,954.5,-38.48,22.4,114.9,1,1
Madhya Pradesh,Rice,Zaid,Alluvial,5,49.86,267.85,5.372,737.7,799.2,-7.7,24.5,74.2,0,0
Rajasthan,Pulses,Kharif,Sandy,1,13.34,13.41,1.005,752.0,1015.4,-25.94,27.3,142.6,1,1
Punjab,Sugarcane,Zaid,Sandy,1,36.91,134.75,3.651,1011.4,814.1,24.24,24.8,194.5,1,0
Madhya Pradesh,Wheat,Zaid,Laterite,2,27.79,57.62,2.073,673.7,940.5,-28.38,17.6,157.2,1,1
Karnataka,Soybean,Zaid,Black,4,15.99,23.53,1.471,974.4,931.0,4.66,29.4,342.1,0,1
Rajasthan,Groundnut,Zaid,Red,3,8.45,30.92,3.66,401.2,850.4,-52.82,20.1,222.6,0,1
Haryana,Rice,Kharif,Red,3,44.85,212.31,4.734,1024.7,741.4,38.21,25.9,136.1,1,0
Maharashtra,Soybean,Kharif,Alluvial,5,29.98,91.76,3.061,1124.7,845.9,32.97,13.2,382.6,1,0
Tamil Nadu,Jowar,Kharif,Sandy,1,41.33,179.83,4.351,742.4,778.9,-4.68,22.1,93.8,0,0
Uttar Pradesh,Sugarcane,Zaid,Sandy,1,27.49,94.82,3.449,595.4,889.5,-33.07,25.2,93.0,1,1
Uttar Pradesh,Groundnut,Kharif,Alluvial,5,11.39,36.28,3.185,530.6,913.4,-41.91,29.4,135.8,1,1
Haryana,Pulses,Rabi,Black,4,17.21,42.18,2.451,793.6,554.4,43.15,18.6,76.9,0,0
Andhra Pradesh,Soybean,Kharif,Red,3,19.39,56.47,2.913,1104.0,900.6,22.58,20.7,313.1,1,0
Uttar Pradesh,Cotton,Zaid,Laterite,2,48.66,133.77,2.749,693.6,1288.8,-46.19,36.6,159.5,1,1
Tamil Nadu,Groundnut,Rabi,Black,4,0.78,3.3,4.231,1077.9,802.5,34.31,37.8,305.4,0,0
Haryana,Pulses,Zaid,Sandy,1,49.29,77.88,1.58,512.2,998.3,-48.7,29.1,317.0,0,1
Punjab,Bajra,Rabi,Alluvial,5,49.03,71.74,1.463,712.1,961.3,-25.92,33.7,133.1,0,1
Uttar Pradesh,Pulses,Zaid,Red,3,49.81,214.18,4.3,789.1,603.7,30.72,23.6,231.4,1,0
West Bengal,Pulses,Zaid,Alluvial,5,24.09,89.9,3.731,854.1,924.7,-7.63,29.9,231.9,1,0
Haryana,Groundnut,Rabi,Sandy,1,48.21,151.91,3.151,716.8,723.9,-0.98,29.6,355.0,1,0
Tamil Nadu,Sugarcane,Kharif,Alluvial,5,20.08,35.39,1.762,1111.7,820.4,35.51,20.4,59.0,1,0
West Bengal,Groundnut,Rabi,Red,3,1.8,5.5,3.055,1115.6,631.1,76.77,27.2,160.9,1,0
Rajasthan,Maize,Rabi,Alluvial,5,11.61,57.43,4.949,756.3,916.3,-17.47,24.2,358.9,0,0
Rajasthan,Wheat,Rabi,Red,3,47.29,257.65,5.448,669.9,798.8,-16.14,28.2,132.9,0,0
Uttar Pradesh,Sugarcane,Rabi,Alluvial,5,1.18,5.33,4.513,649.9,1051.8,-38.21,22.8,97.9,0,1
West Bengal,Cotton,Rabi,Alluvial,5,27.53,35.77,1.3,1058.6,646.1,63.85,17.3,251.6,1,0
Maharashtra,Sugarcane,Zaid,Red,3,4.24,18.46,4.352,633.7,986.3,-35.75,26.1,157.1,1,1
Rajasthan,Jowar,Zaid,Alluvial,5,14.68,32.36,2.205,434.7,913.2,-52.4,31.0,213.6,1,1
Maharashtra,Cotton,Kharif,Black,4,4.86,12.52,2.576,472.0,721.3,-34.56,31.0,337.0,0,1
Punjab,Bajra,Kharif,Laterite,2,43.05,85.21,1.979,966.7,618.2,56.39,15.3,232.2,1,1
Haryana,Groundnut,Rabi,Black,4,29.76,145.18,4.879,458.7,806.5,-43.13,27.1,230.6,0,1
Madhya Pradesh,Pulses,Kharif,Laterite,2,45.15,191.59,4.243,700.3,885.5,-20.92,30.1,147.4,1,1
Tamil Nadu,Groundnut,Kharif,Black,4,34.57,140.34,4.059,825.5,690.2,19.62,26.8,327.5,0,0
Haryana,Jowar,Rabi,Laterite,2,48.57,210.77,4.34,379.5,707.6,-46.38,31.2,308.9,1,1
Tamil Nadu,Soybean,Zaid,Alluvial,5,25.74,56.21,2.184,845.6,998.6,-15.32,17.5,131.9,1,0
West Bengal,Jowar,Zaid,Red,3,32.12,103.52,3.223,718.9,732.8,-1.9,19.1,162.0,1,0
Punjab,Maize,Kharif,Red,3,29.03,120.94,4.166,323.2,937.0,-65.51,29.5,326.0,0,1
Karnataka,Pulses,Zaid,Sandy,1,24.47,102.36,4.183,848.8,1032.8,-17.82,23.9,175.2,1,0
Uttar Pradesh,Pulses,Zaid,Laterite,2,42.37,210.15,4.959,899.0,729.4,23.25,33.0,191.2,1,0
Tamil Nadu,Rice,Kharif,Sandy,1,32.4,78.92,2.436,846.2,662.6,27.71,27.8,177.5,0,0
Tamil Nadu,Soybean,Rabi,Sandy,1,40.16,194.87,4.852,926.1,980.8,-5.58,20.6,106.6,1,0
West Bengal,Rice,Kharif,Laterite,2,39.43,126.2,3.201,864.5,805.2,7.37,20.3,169.3,1,0
Maharashtra,Bajra,Kharif,Red,3,9.96,43.32,4.351,982.5,784.2,25.29,14.7,331.0,0,0
Haryana,Wheat,Kharif,Laterite,2,32.68,107.15,3.279,563.5,1064.3,-47.05,30.1,221.9,0,1
Karnataka,Wheat,Rabi,Alluvial,5,10.38,59.63,5.743,450.8,809.8,-44.33,25.3,210.4,0,1
Andhra Pradesh,Groundnut,Rabi,Sandy,1,29.37,55.71,1.897,509.7,891.6,-42.84,31.5,104.7,1,1
Uttar Pradesh,Wheat,Rabi,Sandy,1,34.03,148.9,4.375,597.0,608.3,-1.86,27.5,112.1,0,0
Madhya Pradesh,Pulses,Rabi,Laterite,2,49.86,193.6,3.883,1305.5,838.5,55.68,26.7,65.0,0,0
Andhra Pradesh,Jowar,Kharif,Sandy,1,2.01,3.75,1.864,599.2,717.8,-16.53,30.9,54.9,1,1
Haryana,Soybean,Zaid,Red,3,5.02,6.67,1.33,669.6,774.0,-13.49,25.4,220.8,0,1
Uttar Pradesh,Groundnut,Kharif,Sandy,1,4.31,21.55,4.996,741.4,765.1,-3.1,24.0,193.2,0,0
Tamil Nadu,Groundnut,Rabi,Laterite,2,20.22,36.14,1.787,710.8,1045.2,-31.99,26.0,146.4,0,1
Madhya Pradesh,Soybean,Zaid,Red,3,41.17,79.56,1.933,1253.8,750.5,67.06,31.1,396.5,1,0
Maharashtra,Pulses,Kharif,Red,3,42.28,249.13,5.892,368.6,769.8,-52.12,20.3,189.3,0,1
Karnataka,Bajra,Zaid,Sandy,1,36.98,169.6,4.586,1346.3,1080.2,24.64,31.5,326.1,0,0
Maharashtra,Bajra,Rabi,Laterite,2,44.9,101.12,2.252,836.2,796.5,4.98,26.4,123.7,0,0
Punjab,Groundnut,Zaid,Sandy,1,16.48,65.18,3.955,1040.4,756.9,37.45,23.7,136.5,0,0
West Bengal,Bajra,Zaid,Alluvial,5,4.86,17.85,3.671,805.1,1015.0,-20.68,27.1,248.9,1,1
Uttar Pradesh,Pulses,Rabi,Alluvial,5,3.38,17.64,5.222,1003.8,852.4,17.76,33.1,51.4,1,0
Maharashtra,Maize,Zaid,Red,3,42.68,198.32,4.647,563.9,863.2,-34.67,33.0,56.1,1,1
Andhra Pradesh,Maize,Kharif,Sandy,1,36.66,189.1,5.159,461.3,894.8,-48.45,28.4,99.8,1,1
West Bengal,Rice,Zaid,Alluvial,5,35.08,72.18,2.058,1448.3,1050.9,37.81,29.8,128.1,0,0
Maharashtra,Sugarcane,Kharif,Black,4,17.31,72.74,4.201,1278.4,694.9,83.96,26.3,234.7,0,0
Rajasthan,Cotton,Zaid,Alluvial,5,19.31,23.19,1.201,536.6,1021.7,-47.48,22.5,290.2,0,1
Punjab,Wheat,Zaid,Sandy,1,47.93,64.45,1.345,979.1,625.9,56.43,28.7,159.2,1,1
Haryana,Bajra,Rabi,Sandy,1,3.66,16.71,4.568,1089.5,727.7,49.72,23.3,133.7,1,0
Karnataka,Maize,Rabi,Alluvial,5,38.8,43.54,1.122,965.0,715.5,34.88,19.8,338.0,0,1
Punjab,Jowar,Kharif,Sandy,1,15.83,61.71,3.899,747.9,828.8,-9.76,23.5,107.0,0,0
West Bengal,Soybean,Rabi,Sandy,1,2.43,12.66,5.202,1306.1,737.5,77.11,16.1,287.4,0,0
Rajasthan,Sugarcane,Rabi,Black,4,37.26,108.04,2.9,971.9,1040.6,-6.6,18.6,376.0,1,0
Uttar Pradesh,Rice,Rabi,Red,3,16.88,20.66,1.224,568.0,928.0,-38.79,38.2,131.3,1,1
Andhra Pradesh,Cotton,Rabi,Sandy,1,36.25,165.62,4.569,703.3,847.8,-17.05,32.8,80.4,1,0
Karnataka,Maize,Rabi,Laterite,2,35.53,200.68,5.648,532.5,718.3,-25.86,24.6,392.9,1,1
Karnataka,Rice,Kharif,Red,3,26.97,123.69,4.586,773.2,1060.2,-27.08,29.1,144.8,0,1
Punjab,Sugarcane,Kharif,Red,3,38.98,151.72,3.892,765.1,864.8,-11.53,20.3,146.5,1,0
West Bengal,Soybean,Rabi,Laterite,2,29.26,62.92,2.15,988.8,812.4,21.72,30.0,219.3,0,0
Uttar Pradesh,Wheat,Rabi,Alluvial,5,14.69,15.82,1.077,985.2,829.6,18.75,27.6,130.9,0,1
Tamil Nadu,Maize,Kharif,Black,4,36.84,164.79,4.473,897.1,816.7,9.84,21.8,397.5,1,0
Rajasthan,Soybean,Zaid,Sandy,1,29.66,63.93,2.155,890.3,976.9,-8.86,24.1,65.0,0,0
Tamil Nadu,Cotton,Kharif,Alluvial,5,1.13,5.98,5.291,1060.8,1019.6,4.05,23.6,208.0,1,0
Andhra Pradesh,Bajra,Zaid,Laterite,2,45.13,150.37,3.332,743.5,711.1,4.56,31.1,241.9,1,0
Uttar Pradesh,Sugarcane,Rabi,Black,4,27.51,100.5,3.653,201.7,752.2,-73.18,25.5,213.4,1,1
Uttar Pradesh,Cotton,Rabi,Black,4,43.5,207.47,4.77,1327.7,759.6,74.79,16.5,232.2,0,0
Rajasthan,Wheat,Kharif,Black,4,44.2,216.43,4.897,572.3,898.0,-36.27,23.3,395.7,1,1
Madhya Pradesh,Soybean,Rabi,Laterite,2,22.53,94.91,4.213,973.9,999.7,-2.59,21.3,356.9,1,0
Tamil Nadu,Pulses,Zaid,Alluvial,5,25.63,145.89,5.692,714.8,644.0,10.99,17.1,158.0,1,0
Maharashtra,Wheat,Zaid,Sandy,1,21.08,124.61,5.911,1149.5,693.0,65.86,21.4,243.0,1,0
Karnataka,Groundnut,Kharif,Black,4,22.75,130.44,5.734,559.6,798.5,-29.92,13.0,50.1,1,1
Madhya Pradesh,Maize,Zaid,Black,4,44.81,229.47,5.121,622.3,930.1,-33.09,20.4,193.3,1,1
Maharashtra,Bajra,Kharif,Alluvial,5,39.51,178.92,4.528,675.6,708.9,-4.7,27.2,107.4,1,0
West Bengal,Sugarcane,Kharif,Black,4,6.76,29.19,4.317,938.6,792.1,18.49,28.7,299.0,0,0
Rajasthan,Jowar,Zaid,Black,4,30.71,46.64,1.519,855.8,741.8,15.37,29.0,127.4,1,0
West Bengal,Soybean,Zaid,Laterite,2,49.8,117.39,2.357,941.3,963.6,-2.32,31.7,312.1,0,0
Karnataka,Pulses,Zaid,Red,3,29.98,30.83,1.028,831.7,833.6,-0.23,33.1,159.6,1,0
Haryana,Jowar,Zaid,Alluvial,5,39.4,66.47,1.687,1033.0,740.7,39.46,19.9,374.0,0,1
Maharashtra,Maize,Zaid,Alluvial,5,38.57,123.27,3.196,1037.2,673.5,53.99,17.7,205.9,1,0
Madhya Pradesh,Maize,Zaid,Alluvial,5,17.84,30.91,1.733,1178.6,790.6,49.08,26.3,343.8,0,1
Maharashtra,Sugarcane,Zaid,Laterite,2,18.91,104.14,5.508,885.9,810.4,9.32,29.3,269.9,1,0
Maharashtra,Pulses,Rabi,Laterite,2,36.34,182.74,5.028,884.8,977.1,-9.45,21.0,392.1,0,0
Rajasthan,Maize,Kharif,Sandy,1,25.25,34.29,1.358,1241.8,1002.7,23.84,27.6,310.0,0,1
West Bengal,Jowar,Kharif,Laterite,2,28.74,64.52,2.245,1099.4,672.5,63.46,36.9,304.7,1,0
Tamil Nadu,Pulses,Zaid,Alluvial,5,35.79,182.36,5.095,929.7,997.7,-6.82,18.0,142.7,1,0
Haryana,Jowar,Kharif,Sandy,1,38.99,195.54,5.015,451.4,956.9,-52.83,26.0,226.7,1,1
Rajasthan,Wheat,Zaid,Red,3,13.94,79.84,5.727,379.1,770.3,-50.79,32.2,151.5,1,1
Andhra Pradesh,Cotton,Rabi,Black,4,7.77,46.5,5.988,953.2,963.7,-1.09,24.8,56.8,1,0
Rajasthan,Pulses,Kharif,Black,4,14.94,87.89,5.881,963.5,731.2,31.77,28.5,298.7,1,0
Karnataka,Rice,Kharif,Sandy,1,25.62,78.17,3.051,619.3,910.8,-32.01,31.5,132.5,0,1
Haryana,Cotton,Rabi,Red,3,17.44,39.26,2.252,888.5,1213.8,-26.8,24.2,189.1,1,1
Uttar Pradesh,Cotton,Rabi,Black,4,28.63,137.22,4.792,571.7,884.6,-35.37,19.6,149.6,0,1
Andhra Pradesh,Pulses,Rabi,Sandy,1,3.15,7.85,2.496,943.0,798.7,18.07,25.4,119.9,1,0
Punjab,Bajra,Kharif,Laterite,2,25.73,129.49,5.032,949.6,652.9,45.43,19.4,73.5,1,0
Rajasthan,Maize,Kharif,Alluvial,5,18.72,68.68,3.67,947.9,862.3,9.93,22.7,168.3,1,0
Maharashtra,Wheat,Rabi,Red,3,26.97,134.01,4.97,883.9,999.7,-11.58,28.7,78.6,1,0
Tamil Nadu,Bajra,Rabi,Black,4,21.42,50.96,2.379,726.5,743.6,-2.3,27.1,239.1,1,0
Uttar Pradesh,Bajra,Rabi,Alluvial,5,14.57,51.58,3.54,747.1,931.1,-19.77,32.0,56.9,1,0
Rajasthan,Rice,Rabi,Sandy,1,45.25,172.87,3.82,1089.8,810.5,34.46,27.4,379.0,1,0
Rajasthan,Soybean,Rabi,Black,4,9.65,55.13,5.716,903.7,790.2,14.36,21.3,388.3,1,0
Madhya Pradesh,Pulses,Zaid,Alluvial,5,34.23,79.85,2.333,922.0,923.4,-0.15,20.0,156.6,0,0
Madhya Pradesh,Jowar,Rabi,Laterite,2,46.27,262.97,5.683,821.6,566.0,45.16,29.8,141.1,0,0
Uttar Pradesh,Maize,Zaid,Red,3,27.16,136.48,5.024,962.9,821.3,17.24,27.4,86.5,0,0
West Bengal,Bajra,Kharif,Sandy,1,43.88,204.25,4.654,1039.7,998.1,4.18,24.8,366.7,1,0
Madhya Pradesh,Wheat,Kharif,Black,4,6.68,32.96,4.934,643.0,822.3,-21.8,28.0,255.4,0,1
Maharashtra,Soybean,Zaid,Laterite,2,24.94,100.45,4.027,948.2,851.1,11.41,21.8,263.5,1,0
Andhra Pradesh,Rice,Rabi,Red,3,23.12,51.34,2.22,743.5,830.1,-10.43,11.3,363.5,1,0
Punjab,Groundnut,Kharif,Red,3,0.9,1.76,1.947,878.5,1136.9,-22.73,32.3,368.8,1,1
Haryana,Maize,Rabi,Laterite,2,22.44,119.65,5.332,1008.8,907.7,11.14,29.9,339.9,1,0
Punjab,Groundnut,Rabi,Black,4,18.77,86.81,4.626,437.1,658.6,-33.63,25.5,320.7,0,1
Punjab,Cotton,Zaid,Red,3,33.66,69.53,2.066,529.0,720.1,-26.53,20.6,357.0,1,1
Haryana,Bajra,Kharif,Sandy,1,46.95,191.33,4.075,635.2,864.1,-26.49,24.7,356.6,1,1
Madhya Pradesh,Sugarcane,Kharif,Alluvial,5,4.75,15.37,3.238,617.4,1038.7,-40.56,15.6,179.0,1,1
Uttar Pradesh,Maize,Zaid,Sandy,1,16.71,29.97,1.793,759.4,949.2,-19.99,26.7,390.7,1,1
Haryana,Jowar,Rabi,Red,3,22.48,82.27,3.659,1223.1,998.9,22.45,14.4,298.2,0,0
Karnataka,Soybean,Rabi,Alluvial,5,23.03,55.45,2.408,1094.6,680.5,60.85,26.6,179.6,0,0
West Bengal,Wheat,Kharif,Laterite,2,38.85,57.55,1.481,654.9,944.6,-30.68,21.8,204.7,1,1
Andhra Pradesh,Maize,Zaid,Alluvial,5,22.45,74.86,3.335,1017.2,739.3,37.59,25.1,290.5,1,0
Tamil Nadu,Jowar,Zaid,Alluvial,5,1.84,7.29,3.951,789.2,832.0,-5.14,19.2,176.4,0,0
Madhya Pradesh,Pulses,Rabi,Alluvial,5,35.65,44.01,1.235,885.9,977.5,-9.37,35.0,339.3,1,0
West Bengal,Groundnut,Rabi,Red,3,44.3,133.36,3.01,554.8,764.7,-27.45,28.2,101.8,0,1
Haryana,Pulses,Zaid,Black,4,25.94,59.35,2.288,469.8,634.0,-25.89,21.9,367.7,1,1
Karnataka,Soybean,Kharif,Red,3,29.26,33.75,1.153,983.1,794.8,23.69,24.9,155.4,1,0
Tamil Nadu,Rice,Rabi,Black,4,8.57,13.95,1.628,808.2,868.2,-6.91,35.6,103.4,0,1
Andhra Pradesh,Bajra,Zaid,Laterite,2,11.42,19.36,1.695,930.6,952.4,-2.29,20.3,350.3,1,1
Andhra Pradesh,Maize,Zaid,Laterite,2,12.14,23.24,1.914,1198.4,716.6,67.23,19.3,133.8,0,1
Madhya Pradesh,Sugarcane,Zaid,Laterite,2,21.82,109.48,5.017,740.3,766.9,-3.47,19.1,345.2,1,0
Haryana,Groundnut,Kharif,Laterite,2,46.44,148.5,3.197,742.6,882.3,-15.83,21.9,153.7,0,0
West Bengal,Groundnut,Rabi,Laterite,2,26.33,45.69,1.735,1242.2,931.9,33.3,35.0,376.9,0,1
Uttar Pradesh,Maize,Rabi,Sandy,1,10.01,15.03,1.501,804.2,880.4,-8.65,22.6,126.7,0,1
West Bengal,Cotton,Rabi,Red,3,13.67,34.04,2.49,599.2,828.0,-27.64,23.5,74.4,0,1
West Bengal,Pulses,Kharif,Black,4,19.51,97.35,4.99,983.9,739.1,33.13,27.2,377.8,1,0
Andhra Pradesh,Groundnut,Rabi,Laterite,2,31.35,88.48,2.822,740.6,983.1,-24.67,25.8,108.0,1,1
Uttar Pradesh,Jowar,Rabi,Sandy,1,22.28,40.1,1.799,594.3,1032.0,-42.41,31.8,380.4,0,1
Uttar Pradesh,Wheat,Rabi,Sandy,1,19.93,60.19,3.021,822.4,762.3,7.88,30.9,338.4,1,0
Madhya Pradesh,Bajra,Rabi,Sandy,1,28.45,107.46,3.777,1006.7,778.8,29.25,28.0,78.7,1,0
Tamil Nadu,Groundnut,Kharif,Red,3,12.47,14.32,1.148,510.2,952.6,-46.44,24.6,205.8,1,1
Rajasthan,Jowar,Zaid,Laterite,2,4.41,18.23,4.138,504.4,875.1,-42.36,31.8,75.7,1,1
Punjab,Soybean,Zaid,Sandy,1,1.71,5.08,2.976,780.0,937.3,-16.78,21.3,165.4,1,0
Punjab,Soybean,Rabi,Sandy,1,12.94,13.57,1.049,525.0,890.7,-41.06,20.9,173.0,0,1
Andhra Pradesh,Bajra,Rabi,Laterite,2,5.03,21.99,4.369,481.0,907.0,-46.97,23.6,259.9,0,1
Rajasthan,Cotton,Rabi,Red,3,17.15,78.23,4.562,801.5,788.9,1.6,33.0,391.6,1,0
Tamil Nadu,Sugarcane,Kharif,Sandy,1,38.76,160.63,4.144,1076.5,550.3,95.62,21.0,109.4,1,0
Rajasthan,Bajra,Rabi,Black,4,35.96,97.43,2.71,997.0,879.0,13.42,22.4,165.2,1,0
Madhya Pradesh,Rice,Kharif,Alluvial,5,30.74,112.14,3.648,773.3,953.5,-18.9,27.0,255.5,1,0
West Bengal,Cotton,Rabi,Alluvial,5,42.7,125.35,2.936,1120.6,892.9,25.51,25.7,110.0,1,0
Andhra Pradesh,Groundnut,Rabi,Alluvial,5,14.46,65.13,4.503,1233.7,738.1,67.15,23.7,298.7,1,0
Uttar Pradesh,Bajra,Zaid,Red,3,44.31,173.6,3.918,922.8,763.2,20.92,28.8,191.3,1,0
Andhra Pradesh,Pulses,Rabi,Sandy,1,20.26,28.55,1.409,708.5,1218.6,-41.86,23.2,382.4,1,1
Punjab,Soybean,Kharif,Alluvial,5,20.34,85.76,4.215,1190.7,902.8,31.89,32.3,270.5,1,0
Tamil Nadu,Jowar,Zaid,Alluvial,5,20.56,91.23,4.436,1179.6,497.8,136.95,27.4,177.1,1,0
Rajasthan,Bajra,Kharif,Laterite,2,5.36,15.28,2.854,863.3,763.9,13.02,32.1,301.8,0,0
Tamil Nadu,Pulses,Zaid,Sandy,1,48.79,262.42,5.379,1105.7,817.4,35.26,21.3,343.6,1,0
Madhya Pradesh,Cotton,Kharif,Sandy,1,7.36,38.36,5.215,604.7,664.2,-8.97,25.1,330.2,0,0
